"id","district","zone_name","aliases","latitude","longitude","source","geocoded","created_at","updated_at"
"1354d8dc-4595-474c-9892-4aee95408084","Chattogram","Anderkilla","{Anderkilla,Andarkilla}",22.337400,91.836800,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"e666d660-de19-487d-ac39-42976378eef7","Chattogram","Bahaddarhat","{Bahaddarhat,""Bahaddarhat Bus Terminal"",""Bahaddar Hat""}",22.372700,91.844700,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"fe6d5f17-fa4a-47c4-8fa8-225b8ed56b79","Chattogram","Bayezid","{Bayezid,Bayazid,""Bayezid Bostami""}",22.390500,91.822500,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"afbd40cd-41f3-4d16-990f-c642a6a3371a","Chattogram","CRB","{CRB,""CRB Chattogram""}",22.347000,91.821400,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"2f5c561c-b051-466c-98f3-635386da2342","Chattogram","Chawkbazar","{Chawkbazar,""Chawk Bazar"",""Chawkbazar Chattogram""}",22.356200,91.837200,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"a16b3132-4932-46da-af95-3adc82ff54af","Chattogram","Chittagong University","{""Chittagong University"",""University of Chittagong"",CU,""Chattogram University""}",22.471600,91.789000,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"11ab732f-a140-486e-b4a4-e19bcbe9d307","Chattogram","Dewanhat","{Dewanhat,""Dewan Hat""}",22.333400,91.817700,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"4eb00981-3f4a-48f7-b7a3-902d36c50113","Chattogram","EPZ Chattogram","{EPZ,CEPZ,""Chattogram EPZ"",""Chittagong EPZ""}",22.292200,91.781400,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"77a23c99-f381-4fb4-93e7-298a1ab2834e","Chattogram","Foy's Lake","{""Foy's Lake"",""Foys Lake"",""Foy Lake""}",22.372700,91.797400,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"aaf8a675-d55d-45ef-9fae-1c125454bca4","Chattogram","GEC Circle","{GEC,""GEC Circle"",""GEC Mor"",""GEC intersection""}",22.359700,91.821500,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"edacbc8f-78fa-4fe7-9bb9-8616e03f7fdf","Chattogram","Halishahar","{Halishahar,""Halishahar Chattogram""}",22.333300,91.781700,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"e465bdc8-be60-4ca3-b326-610e0ace3181","Chattogram","Karnaphuli","{Karnaphuli,Karnafuli,""Karnaphuli Bridge""}",22.298500,91.881000,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"a0663bb7-a9c9-47ae-b92c-83340365b217","Chattogram","Khulshi","{Khulshi,""Khulshi Chattogram""}",22.364000,91.806400,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"319675ce-9f9c-415b-a01e-2d4f07fdc8df","Chattogram","Kotwali","{Kotwali,""Kotwali Chattogram"",""Kotwali Chittagong""}",22.337100,91.837600,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"6835200f-a6ce-41dd-be93-377b0718476c","Chattogram","Lalkhan Bazar","{""Lalkhan Bazar"",""Lalkhan Bazaar""}",22.351600,91.818200,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"f1dccbb4-8f7c-4170-854d-77a195b2ccda","Chattogram","Mehedibag","{Mehedibag,Mehedibagh}",22.351400,91.831300,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"2efa3d6d-dd50-4023-b4a8-93b121b48d9a","Chattogram","Muradpur","{Muradpur,""Muradpur Chattogram""}",22.367000,91.831000,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"f4d4b413-0993-404c-856a-fad1e36dc147","Chattogram","Nasirabad","{Nasirabad,""Nasirabad Chattogram""}",22.373200,91.810900,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"41f36622-7052-4054-872e-2d421a71acb1","Chattogram","New Market Chattogram","{""New Market Chattogram"",""Chattogram New Market"",""Chittagong New Market""}",22.335500,91.831700,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"179d009a-db03-46bf-823c-4a1934c7c0b1","Chattogram","Oxygen Mor","{Oxygen,""Oxygen Mor"",""Oxygen Circle""}",22.384700,91.822600,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"0dcb2114-b072-4787-85f6-01d573600eb8","Chattogram","Pahartali","{Pahartali,""Pahartali Chattogram""}",22.367800,91.785400,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"51c25195-112d-4485-86ab-5d82983eafa1","Chattogram","Panchlaish","{Panchlaish,""Panchlaish Chattogram""}",22.359400,91.837700,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"d6cbe480-59a2-4479-bd3d-59a5bd3cf3ee","Chattogram","Patenga","{Patenga,""Patenga Beach"",""Patenga Chattogram""}",22.235900,91.791800,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"8ca94f9c-d7ff-4b83-8ff6-e53ccaaa25b0","Chattogram","Sholoshahar","{Sholoshahar,Soloshahar,Sholoshohor}",22.366000,91.820000,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"480f373b-0184-4908-b50b-c872b5c7e060","Chattogram","Tigerpass","{Tigerpass,""Tiger Pass""}",22.343900,91.818900,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"3c83830d-6142-4c64-a810-bd8924b4e0be","Chattogram","WASA Circle","{WASA,""WASA Circle"",""Wasa Mor""}",22.357300,91.821200,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"ecd846d1-8c40-4f57-9e7d-2e38c8dd887c","Chuadanga","Chuadanga Bus Terminal","{""Chuadanga Bus Terminal"",""Chuadanga Bus Terminal Chuadanga"",""Chuadanga Bus Terminal, Chuadanga""}",23.545200,89.162957,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:06.756458+00"
"fe192489-7b1d-401c-ad3d-adbb641b0625","Chuadanga","Chuadanga Govt College","{""Chuadanga Govt College"",""Chuadanga Govt College Chuadanga"",""Chuadanga Govt College, Chuadanga""}",23.643244,88.848241,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:07.977067+00"
"36211ccf-b0ce-4d70-a027-1586a022fc23","Chuadanga","Chuadanga Railway Station","{""Chuadanga Railway Station"",""Chuadanga Railway Station Chuadanga"",""Chuadanga Railway Station, Chuadanga""}",23.639670,88.856440,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:09.103616+00"
"fe5254c7-a7c6-40f8-8ac0-a655ce5bf498","Chuadanga","Chuadanga Sadar","{""Chuadanga Sadar"",""Chuadanga Sadar Chuadanga"",""Chuadanga Sadar, Chuadanga""}",23.642990,88.852910,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:10.19254+00"
"3ab64493-a1e8-4618-9cde-0f7c9248fe08","Chuadanga","Chuadanga Sadar Hospital","{""Chuadanga Sadar Hospital"",""Chuadanga Sadar Hospital Chuadanga"",""Chuadanga Sadar Hospital, Chuadanga""}",23.635140,88.847235,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:11.464303+00"
"bd199cb2-7fa6-4700-b6a6-bc97af44cff7","Cox's Bazar","Cox's Bazar Bus Terminal","{""Cox's Bazar Bus Terminal"",""Cox's Bazar Bus Terminal Cox's Bazar"",""Cox's Bazar Bus Terminal, Cox's Bazar""}",21.352809,92.078364,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:12.642969+00"
"c12df3c4-bd29-4802-92e4-2834cee88223","Cox's Bazar","Cox's Bazar Sadar Hospital","{""Cox's Bazar Sadar Hospital"",""Cox's Bazar Sadar Hospital Cox's Bazar"",""Cox's Bazar Sadar Hospital, Cox's Bazar""}",21.352809,92.078364,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:13.837993+00"
"2ae9bfbd-1b68-4856-81fb-008f431719da","Cox's Bazar","Kolatoli","{Kolatoli,""Kolatoli Cox's Bazar"",""Kolatoli, Cox's Bazar""}",21.420776,91.983256,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:15.045487+00"
"54de7163-dfb9-4c08-8311-ad29def76549","Cox's Bazar","Laboni Point","{""Laboni Point"",""Laboni Point Cox's Bazar"",""Laboni Point, Cox's Bazar""}",21.428586,91.973490,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:16.270284+00"
"63310ac8-1b01-4488-9851-4d403c0a155c","Cox's Bazar","Sugandha Point","{""Sugandha Point"",""Sugandha Point Cox's Bazar"",""Sugandha Point, Cox's Bazar""}",22.365432,91.830267,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:17.50222+00"
"e221d774-236a-459e-bd53-61268a9adbfb","Cumilla","Cumilla Cantonment","{""Cumilla Cantonment"",""Cumilla Cantonment Cumilla"",""Cumilla Cantonment, Cumilla""}",23.441700,91.009870,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:18.627146+00"
"cbd7fbe0-580c-447a-810b-6ff3e4a1128b","Cumilla","Cumilla Medical College","{""Cumilla Medical College"",""Cumilla Medical College Cumilla"",""Cumilla Medical College, Cumilla""}",23.770271,90.360680,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:19.75904+00"
"b6885a4b-b0cc-42ab-b791-e9b7f21ea13c","Cumilla","Cumilla Railway Station","{""Cumilla Railway Station"",""Cumilla Railway Station Cumilla"",""Cumilla Railway Station, Cumilla""}",22.680101,91.632610,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:20.890189+00"
"b4b2478f-05f0-482c-9585-9e7714acfbb6","Cumilla","Kandirpar","{Kandirpar,""Kandirpar Cumilla"",""Kandirpar, Cumilla""}",23.461860,91.185040,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:22.005143+00"
"5bf2a069-8fdf-46d7-bc69-2571ac04a471","Cumilla","Tomchom Bridge","{""Tomchom Bridge"",""Tomchom Bridge Cumilla"",""Tomchom Bridge, Cumilla""}",23.461860,91.185040,"ors_geocoding","t","2026-06-11 03:53:38.626404+00","2026-06-11 03:59:23.133926+00"
"122cbb6a-cc50-45f8-b34f-eecc32b5651d","Dhaka","Airport Road","{""Airport Road"",""Dhaka Airport Road"",""Hazrat Shahjalal Airport Road""}",23.851600,90.408600,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"80404763-a730-4507-891b-70bccd4073f7","Dhaka","Badda","{Badda,""Middle Badda"",""North Badda""}",23.780100,90.426000,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"84fb3d22-615e-4206-84ab-533fb81db618","Dhaka","Bailey Road","{""Bailey Road"",""Baily Road"",""Baily Road Dhaka""}",23.738700,90.407400,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"b5aefb50-8041-45fe-9d3d-04d1a641fa21","Dhaka","Banani","{Banani,""Banani 11"",""Banani Road 11""}",23.793700,90.404300,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"765507b5-788d-4179-94d0-7f7c11681b1f","Dhaka","Bashundhara R/A","{Bashundhara,""Bashundhara R/A"",""Bashundhara Residential Area""}",23.815100,90.427200,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
"47ca7bf4-2c2d-49df-803b-c55eb828370d","Dhaka","Dhanmondi","{Dhanmondi,""Dhanmondi 27"",""Dhanmondi 32"",""Satmasjid Road""}",23.746100,90.374200,"manual_seed","t","2026-06-11 03:54:13.362297+00","2026-06-11 03:54:13.362297+00"
